1000,0.88385,0.0001,0.497117
2000,0.8954,0.0001,0.715175
3000,0.902601,0.0001,0.386854
4000,0.89945,0.0001,0.39624
5000,0.8978,0.0001,0.656379
6000,0.9008,0.0001,0.21492
7000,0.90395,0.0001,0.139194
8000,0.9048,0.0001,0.406859
9000,0.90145,0.0001,0.304806
10000,0.9027,0.0001,0.192387
11000,0.904151,0.0001,0.0840082
12000,0.904,0.0001,0.304531
13000,0.9025,0.0001,0.112357
14000,0.9053,0.0001,0.499236
15000,0.90695,0.0001,0.608359
16000,0.90365,0.0001,0.339463
17000,0.9024,0.0001,0.526374
18000,0.908351,0.0001,0.309855
19000,0.90615,0.0001,0.754694
20000,0.9082,0.0001,0.180849
21000,0.9102,0.0001,0.474312
22000,0.90615,0.0001,0.190168
23000,0.9068,0.0001,0.307636
24000,0.9088,0.0001,0.0888973
25000,0.90745,0.0001,0.57534
26000,0.9093,0.0001,0.596808
27000,0.9063,0.0001,0.177667
28000,0.9111,0.0001,0.202168
29000,0.913,0.0001,0.442219
30000,0.9041,0.0001,0.503743
31000,0.9064,0.0001,0.208536
32000,0.9082,0.0001,0.712784
33000,0.90855,0.0001,0.446431
34000,0.90695,0.0001,0.203162
35000,0.9072,0.0001,0.162111
36000,0.90755,0.0001,0.260788
37000,0.906701,0.0001,0.0823469
38000,0.9062,0.0001,0.253188
39000,0.91105,0.0001,0.288587
40000,0.9096,0.0001,0.267609
41000,0.9062,0.0001,0.215427
42000,0.911301,0.0001,0.00615306
43000,0.9118,0.0001,0.0973621
44000,0.909301,0.0001,0.201496
45000,0.9078,0.0001,0.572542
46000,0.90995,0.0001,0.199537
47000,0.9088,0.0001,0.202303
48000,0.90725,0.0001,0.0505034
49000,0.9078,0.0001,0.0137053
50000,0.90775,0.0001,0.24426
51000,0.91315,0.0001,0.21044
52000,0.9154,0.0001,0.36253
53000,0.91655,0.0001,0.328871
54000,0.913801,0.0001,0.208431
55000,0.9118,0.0001,0.406544
56000,0.9113,0.0001,0.211684
57000,0.9098,0.0001,0.211578
58000,0.9035,0.0001,0.3273
59000,0.9082,0.0001,0.621653
60000,0.91185,0.0001,0.235309
61000,0.90845,0.0001,0.260753
62000,0.9082,0.0001,0.356511
63000,0.9119,0.0001,0.18085
64000,0.906301,0.0001,0.337133
65000,0.9091,0.0001,0.377555
66000,0.9075,0.0001,0.150137
67000,0.90495,0.0001,0.147168
68000,0.91435,0.0001,0.253509
69000,0.9048,0.0001,0.285547
70000,0.914,0.0001,0.284553
71000,0.9119,0.0001,0.187579
72000,0.908101,0.0001,0.126555
73000,0.91215,0.0001,0.178776
74000,0.9157,0.0001,0.200712
75000,0.9166,0.0001,0.2859
76000,0.90475,0.0001,0.175228
77000,0.91065,0.0001,0.35858
78000,0.91355,0.0001,0.0985367
79000,0.9149,0.0001,0.14453
80000,0.91005,0.0001,0.0808106
81000,0.91325,0.0001,0.0918447
82000,0.91125,0.0001,0.0848001
83000,0.917951,0.0001,0.187934
84000,0.91865,0.0001,0.0369086
85000,0.91715,0.0001,0.190676
86000,0.91885,0.0001,0.271993
87000,0.9085,0.0001,0.249957
88000,0.9136,0.0001,0.0876684
89000,0.9135,0.0001,0.136579
90000,0.9146,0.0001,0.228431
91000,0.911451,0.0001,0.135991
92000,0.9164,0.0001,0.141063
93000,0.91185,0.0001,0.255166
94000,0.9137,0.0001,0.122161
95000,0.9159,0.0001,0.347461
96000,0.917401,0.0001,0.0624282
97000,0.9177,0.0001,0.076804
98000,0.91795,0.0001,0.37107
99000,0.9189,0.0001,0.126803
100000,0.90875,0.0001,0.101345
101000,0.92655,1e-05,0.0917592
102000,0.92735,1e-05,0.00175899
103000,0.928401,1e-05,0.194357
104000,0.926651,1e-05,0.176387
105000,0.92495,1e-05,0.209269
106000,0.925351,1e-05,0.368026
107000,0.924601,1e-05,0.099812
108000,0.927301,1e-05,0.280313
109000,0.925651,1e-05,0.230806
110000,0.926201,1e-05,0.174893
111000,0.927701,1e-05,0.133019
112000,0.9241,1e-05,0.172874
113000,0.927251,1e-05,0.258065
114000,0.929901,1e-05,0.216264
115000,0.927701,1e-05,0.104401
116000,0.925701,1e-05,0.0476648
117000,0.928501,1e-05,0.261466
118000,0.930001,1e-05,0.0525223
119000,0.932101,1e-05,0.130033
120000,0.930851,1e-05,0.121659
121000,0.931351,1e-05,0.0670935
122000,0.927001,1e-05,0.281071
123000,0.929301,1e-05,0.0664934
124000,0.931601,1e-05,0.0930159
125000,0.932001,1e-05,0.273436
126000,0.930601,1e-05,0.0386955
127000,0.929401,1e-05,0.191136
128000,0.930051,1e-05,0.0503532
129000,0.929251,1e-05,0.1623
130000,0.931951,1e-05,0.0456126
131000,0.933051,1e-05,0.174165
132000,0.933151,1e-05,0.0872872
133000,0.931451,1e-05,0.07458
134000,0.929801,1e-05,0.29701
135000,0.92865,1e-05,0.178088
136000,0.931551,1e-05,0.093429
137000,0.930751,1e-05,0.189071
138000,0.930551,1e-05,0.0698373
139000,0.933101,1e-05,0.2292
140000,0.931351,1e-05,0.15821
141000,0.933701,1e-05,0.143453
142000,0.935701,1e-05,0.246827
143000,0.933201,1e-05,0.113782
144000,0.931151,1e-05,0.030762
145000,0.932151,1e-05,0.174234
146000,0.935201,1e-05,0.281284
147000,0.931651,1e-05,0.0557224
148000,0.929901,1e-05,0.130507
149000,0.930501,1e-05,0.0271721
150000,0.931551,1e-05,0.27449
151000,0.933051,1e-05,0.0872012
152000,0.934451,1e-05,0.1253
153000,0.935751,1e-05,0.120575
154000,0.935101,1e-05,0.104698
155000,0.933051,1e-05,0.0524712
156000,0.933851,1e-05,0.0271758
157000,0.934901,1e-05,0.0468377
158000,0.934501,1e-05,0.116812
159000,0.931651,1e-05,0.0457065
160000,0.930001,1e-05,0.173137
161000,0.927701,1e-05,0.0776784
162000,0.932401,1e-05,0.00319216
163000,0.932851,1e-05,0.0101468
164000,0.936651,1e-05,0.11938
165000,0.93655,1e-05,0.206876
166000,0.932451,1e-05,0.00661623
167000,0.932601,1e-05,0.0566905
168000,0.933501,1e-05,0.0966761
169000,0.929351,1e-05,0.0439907
170000,0.933251,1e-05,0.105387
171000,0.931501,1e-05,0.0846418
172000,0.930501,1e-05,0.0360935
173000,0.935201,1e-05,0.0504066
174000,0.936051,1e-05,0.170871
175000,0.936701,1e-05,0.0823524
176000,0.938601,1e-05,0.142109
177000,0.937251,1e-05,0.0494719
178000,0.935301,1e-05,0.089669
179000,0.938201,1e-05,0.334516
180000,0.932601,1e-05,0.138145
181000,0.936051,1e-05,0.00167791
182000,0.93515,1e-05,0.0560703
183000,0.936101,1e-05,0.0272417
184000,0.936501,1e-05,0.0739855
185000,0.938951,1e-05,0.0702779
186000,0.937251,1e-05,0.0726763
187000,0.940351,1e-05,0.0268305
188000,0.933751,1e-05,0.0323588
189000,0.936851,1e-05,0.00506709
190000,0.937301,1e-05,0.24329
191000,0.934951,1e-05,0.0610335
192000,0.936051,1e-05,0.0627438
193000,0.93365,1e-05,0.0645663
